hb,cancer_site_icd10code,cancer_site,sex,sex_qf,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,easr,easr_lower95pc_confidence_interval,easr_lower95pc_confidence_interval_qf,easr_upper95pc_confidence_interval,easr_upper95pc_confidence_interval_qf,wasr,wasr_lower95pc_confidence_interval,wasr_lower95pc_confidence_interval_qf,wasr_upper95pc_confidence_interval,wasr_upper95pc_confidence_interval_qf,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval,hb_name,country
S08000016,C01-C02,Tongue,All,d,2011,6,5.268703899,1.933521473,11.46775028,5.937076062,NA,z,NA,z,4.103447779,NA,z,NA,z,111.3370651,40.85874065,242.3339183,Borders,S92000003
S08000016,C01-C02,Tongue,All,d,2012,5,4.396763982,1.427617297,10.26058044,3.69278796,NA,z,NA,z,1.824941542,NA,z,NA,z,76.42438451,24.81478962,178.3490195,Borders,S92000003
S08000016,C01-C02,Tongue,All,d,2013,3,2.634351949,0.543266704,7.698694301,2.306414572,NA,z,NA,z,1.457469415,NA,z,NA,z,42.47157156,8.758659114,124.1199552,Borders,S92000003
S08000016,C01-C02,Tongue,All,d,2014,4,3.507541214,0.955686929,8.980698593,2.923159694,NA,z,NA,z,1.439557962,NA,z,NA,z,63.89255391,17.40857053,163.5903141,Borders,S92000003
S08000016,C01-C02,Tongue,All,d,2015,3,2.630886609,0.542552068,7.688567105,2.02478502,NA,z,NA,z,1.157603843,NA,z,NA,z,43.95605618,9.064795531,128.4582492,Borders,S92000003
S08000016,C01-C02,Tongue,All,d,2016,4,3.492534707,0.951598161,8.942275976,3.12438415,NA,z,NA,z,1.548366353,NA,z,NA,z,70.15424066,19.11466943,179.6227192,Borders,S92000003
S08000016,C01-C02,Tongue,All,d,2017,1,0.869414015,0.022011657,4.84406485,0.730337079,NA,z,NA,z,0.449438202,NA,z,NA,z,14.78560472,0.374339101,82.38011681,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,1993,1,1.989376728,0.050366658,11.0840977,1.882226405,NA,z,NA,z,1.613336919,NA,z,NA,z,65.85119579,1.667207931,366.8993798,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,1994,1,1.979766783,0.050123355,11.03055451,1.73564753,NA,z,NA,z,1.602136182,NA,z,NA,z,59.23410855,1.499677786,330.0313294,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,1995,0,0,0,5.895950155,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,1996,0,0,0,5.895950155,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,1997,0,0,0,5.887144349,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,1998,1,1.962939698,0.04969733,10.9368,2.140270003,NA,z,NA,z,1.317089233,NA,z,NA,z,48.73315251,1.233816598,271.5237471,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,1999,1,1.963633507,0.049714896,10.94066565,2.081998719,NA,z,NA,z,1.281229981,NA,z,NA,z,46.32869383,1.172940975,258.1269608,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2000,1,1.956793989,0.049541734,10.90255829,2.170138889,NA,z,NA,z,0.868055556,NA,z,NA,z,41.38533662,1.047786006,230.5843373,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2001,1,1.942992597,0.049192313,10.82566186,5.494505495,NA,z,NA,z,0.748502994,NA,z,NA,z,42.84770998,1.084810094,238.7321601,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2002,1,1.927748005,0.048806354,10.74072443,1.852341889,NA,z,NA,z,1.32310135,NA,z,NA,z,41.04189578,1.039090837,228.6708074,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2003,0,0,0,5.72819663,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2004,0,0,0,5.664616193,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2005,2,3.751852477,0.454366741,13.55298116,3.38843515,NA,z,NA,z,2.560138907,NA,z,NA,z,69.11280297,8.369881073,249.6592077,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2006,2,3.726060064,0.45124316,13.4598101,3.352974331,NA,z,NA,z,2.242537476,NA,z,NA,z,68.41395004,8.285246741,247.1347106,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2007,3,5.519271456,1.138206463,16.12965333,5.141615723,NA,z,NA,z,2.810292074,NA,z,NA,z,87.44153936,18.0325476,255.5412844,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2008,5,9.115271726,2.959703918,21.2720035,9.839644386,NA,z,NA,z,3.759509311,NA,z,NA,z,158.3324488,51.41011515,369.4951183,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2009,0,0,0,5.455614128,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2010,0,0,0,5.453032152,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2011,5,9.058791557,2.941364961,21.14019763,10.10986137,NA,z,NA,z,3.972597746,NA,z,NA,z,149.6446559,48.58921243,349.2207077,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2012,2,3.624304587,0.4389201,13.09223433,3.399093882,NA,z,NA,z,1.706859775,NA,z,NA,z,47.09852572,5.703849968,170.136069,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2013,2,3.615917268,0.437904356,13.06193645,3.07582276,NA,z,NA,z,1.9690887480000001,NA,z,NA,z,44.02813717,5.33201167,159.0447698,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2014,1,1.807697175,0.04576693,10.07184402,1.554174067,NA,z,NA,z,1.332149201,NA,z,NA,z,26.61161184,0.673747679,148.2704113,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2015,2,3.618403199,0.438205414,13.07091648,2.7990016,NA,z,NA,z,1.633079445,NA,z,NA,z,45.12776454,5.465181646,163.017002,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2016,3,5.403847539,1.114403276,15.79233567,4.782185437,NA,z,NA,z,2.049173519,NA,z,NA,z,78.33423979,16.15440348,228.9258903,Borders,S92000003
S08000016,C01-C02,Tongue,Male,NA,2017,1,1.792468049,0.045381362,9.98699276,1.460674157,NA,z,NA,z,0.898876404,NA,z,NA,z,20.2491113,0.512663112,112.8208271,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,1993,0,0,0,5.46935949,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,1994,3,5.460601758,1.126107361,15.95819558,5.149357627,NA,z,NA,z,3.162191411,NA,z,NA,z,346.6914642,71.49611472,1013.179579,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,1995,1,1.813894431,0.045923831,10.10637292,1.283367556,NA,z,NA,z,0.256673511,NA,z,NA,z,84.03470179,2.127574444,468.2113908,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,1996,1,1.816530427,0.045990569,10.12105975,1.759788825,NA,z,NA,z,0.439947206,NA,z,NA,z,78.68484377,1.992127766,438.4038897,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,1997,0,0,0,5.439467396,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,1998,2,3.630027588,0.439613182,13.11290778,3.683649059,NA,z,NA,z,1.985951616,NA,z,NA,z,148.6784349,18.00564823,537.0776277,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,1999,0,0,0,5.458297999,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2000,1,1.81336815,0.045910507,10.10344067,1.815541031,NA,z,NA,z,0.726216412,NA,z,NA,z,94.52732768,2.393224732,526.6725605,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2001,2,3.604707748,0.436546832,13.02144381,3.681392236,NA,z,NA,z,2.008032129,NA,z,NA,z,130.4010806,15.79217582,471.0535393,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2002,1,1.796751473,0.045489809,10.01085847,1.818843216,NA,z,NA,z,0.727537286,NA,z,NA,z,81.38824871,2.060572053,453.466298,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2003,3,5.347402945,1.102763044,15.62738061,5.33000689,NA,z,NA,z,2.858320435,NA,z,NA,z,208.6238756,43.02325866,609.6874953,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2004,0,0,0,5.295152052,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2005,0,0,0,5.260931587,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2006,0,0,0,5.238759572,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2007,4,6.91503155,1.884113361,17.7052272,6.346469952,NA,z,NA,z,2.755975676,NA,z,NA,z,240.8929563,65.63522295,616.7816433,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2008,3,5.12759157,1.057432654,14.9849985,5.022457342,NA,z,NA,z,2.301576339,NA,z,NA,z,165.0896286,34.04545033,482.4619516,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2009,0,0,0,5.105288559,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2010,3,5.106122241,1.053005162,14.922256,4.771753367,NA,z,NA,z,2.829029145,NA,z,NA,z,149.0063897,30.72869982,435.4599026,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2011,1,1.70401295,0.043141873,9.494152494,1.764290755,NA,z,NA,z,4.234297812,NA,z,NA,z,48.83307744,1.236346478,272.0804932,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2012,3,5.124963698,1.056890724,14.97731874,3.986482037,NA,z,NA,z,1.943023309,NA,z,NA,z,130.662188,26.94568441,381.8503606,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2013,1,1.707387867,0.043227318,9.512956327,1.537006384,NA,z,NA,z,0.945850083,NA,z,NA,z,39.66681939,1.004276917,221.0093721,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2014,3,5.108904821,1.053578997,14.93038788,4.29214532,NA,z,NA,z,1.546966722,NA,z,NA,z,119.8680336,24.71967028,350.305261,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2015,1,1.701924877,0.043089007,9.482518493,1.25056844,NA,z,NA,z,0.68212824,NA,z,NA,z,41.78616376,1.05793407,232.8176031,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2016,1,1.694513166,0.042901359,9.441223084,1.466582862,NA,z,NA,z,1.047559187,NA,z,NA,z,53.41939109,1.352461886,297.6337973,Borders,S92000003
S08000016,C01-C02,Tongue,Female,NA,2017,0,0,0,5.057710107,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,1993,0,0,0,2.851991883,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,1994,1,0.948316738,0.024009301,5.283682685,0.881834215,NA,z,NA,z,0.15142338,NA,z,NA,z,46.52400671,1.177885868,259.2151745,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,1995,5,4.719652634,1.532458363,11.01409485,5.62415333,NA,z,NA,z,2.562147428,NA,z,NA,z,178.5790678,57.98413721,416.743973,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,1996,0,0,0,2.829900126,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,1997,1,0.943752359,0.023893741,5.258251596,1.100110011,NA,z,NA,z,0.733406674,NA,z,NA,z,29.85039949,0.755746683,166.315781,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,1998,2,1.886080724,0.228413126,6.813172074,2.139730119,NA,z,NA,z,1.006437776,NA,z,NA,z,74.04983426,8.967778466,267.4934622,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,1999,3,2.835270768,0.584700995,8.285864351,2.641736263,NA,z,NA,z,1.290277965,NA,z,NA,z,85.18981903,17.56818873,248.9608021,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2000,1,0.941176471,0.023828525,5.243899662,0.907770516,NA,z,NA,z,0.363108206,NA,z,NA,z,25.55234506,0.646929366,142.3685545,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2001,3,2.805049088,0.578468558,8.197543777,2.69988273,NA,z,NA,z,1.681083449,NA,z,NA,z,77.87175291,16.05902756,227.5743074,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2002,4,3.719892123,1.013545405,9.52440126,3.723346606,NA,z,NA,z,1.603516621,NA,z,NA,z,101.0127983,27.5225878,258.6328829,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2003,1,0.922509225,0.023355911,5.139892427,0.948166877,NA,z,NA,z,0.632111252,NA,z,NA,z,24.88752362,0.630097544,138.6644065,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2004,2,1.827151471,0.22127652,6.600299349,1.814923804,NA,z,NA,z,1.264400977,NA,z,NA,z,40.48319838,4.902703136,146.239232,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2005,6,5.442176871,1.997182996,11.84532791,4.814849287,NA,z,NA,z,2.975233192,NA,z,NA,z,126.8941294,46.56790907,276.1950978,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2006,3,2.706115822,0.55806614,7.908418789,2.520013104,NA,z,NA,z,1.332150223,NA,z,NA,z,56.96974481,11.74853099,166.4897698,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2007,1,0.891265597,0.022564891,4.965814074,0.764136526,NA,z,NA,z,0.50942435,NA,z,NA,z,18.75515733,0.474839472,104.4970484,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2008,3,2.646436133,0.545758753,7.734009412,2.90472589,NA,z,NA,z,0.968391904,NA,z,NA,z,53.73883986,11.08224071,157.0476945,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2009,1,0.880359187,0.022288765,4.905047443,0.846637639,NA,z,NA,z,0.604741171,NA,z,NA,z,14.06024992,0.355974708,78.33869854,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2010,3,2.638754508,0.544174618,7.711560445,2.271777784,NA,z,NA,z,1.619719851,NA,z,NA,z,47.02635341,9.697964632,137.4309606,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2011,8,7.024938532,3.032869843,13.84192942,6.59440936,NA,z,NA,z,5.51851909,NA,z,NA,z,111.8289044,48.27978353,220.3475225,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2012,7,6.155469574,2.474818019,12.68261991,5.913039439,NA,z,NA,z,2.532201956,NA,z,NA,z,81.29586115,32.68515255,167.5005448,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2013,3,2.634351949,0.543266704,7.698694301,2.305960535,NA,z,NA,z,1.176556663,NA,z,NA,z,34.80908182,7.178469515,101.7269085,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2014,3,2.63065591,0.542504492,7.687892906,2.400089014,NA,z,NA,z,1.185461459,NA,z,NA,z,36.01342767,7.426834584,105.2465182,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2015,6,5.261773218,1.930978035,11.45266511,4.319954722,NA,z,NA,z,2.8413622100000002,NA,z,NA,z,67.32063459,24.70548641,146.5286798,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2016,10,8.731336768,4.187015364,16.05723919,7.311169154,NA,z,NA,z,3.916697348,NA,z,NA,z,118.2841488,56.72184702,217.5287611,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,All,d,2017,14,12.17179621,6.654434252,20.42220581,10.91300433,NA,z,NA,z,6.050427651,NA,z,NA,z,140.4853271,76.8046356,235.7105076,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,1993,0,0,0,5.959640069,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,1994,0,0,0,5.930851247,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,1995,4,7.87246605,2.144982038,20.15663979,9.06830043,NA,z,NA,z,3.56714755,NA,z,NA,z,218.826087,59.62274376,560.2816935,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,1996,0,0,0,5.895950155,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,1997,1,1.965177062,0.049753976,10.94926579,2.200220022,NA,z,NA,z,1.466813348,NA,z,NA,z,39.30392108,0.995089127,218.9874321,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,1998,2,3.925879397,0.475442208,14.181626229999999,4.279460237,NA,z,NA,z,2.012875551,NA,z,NA,z,100.3377389,12.15136568,362.4544124,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,1999,1,1.963633507,0.049714896,10.94066565,2.081998719,NA,z,NA,z,1.281229981,NA,z,NA,z,40.6951972,1.030313189,226.7391265,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2000,0,0,0,5.862030905,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2001,0,0,0,5.820685631,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2002,2,3.85549601,0.466918453,13.92737724,4.108405059,NA,z,NA,z,1.887117142,NA,z,NA,z,73.86584558,8.945496584,266.8288318,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2003,1,1.91211901,0.048410662,10.65364525,1.896333755,NA,z,NA,z,1.264222503,NA,z,NA,z,36.1438147,0.91508216,201.3804463,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2004,2,3.781790678,0.457992396,13.66112824,3.629847608,NA,z,NA,z,2.528801954,NA,z,NA,z,55.5954691,6.732869231,200.82995,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2005,5,9.379631193,3.045540717,21.88893031,8.322167192,NA,z,NA,z,5.688960108,NA,z,NA,z,148.3762661,48.17736972,346.2607091,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2006,2,3.726060064,0.45124316,13.4598101,3.352974331,NA,z,NA,z,2.242537476,NA,z,NA,z,49.21002413,5.959562221,177.7635272,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2007,1,1.839757152,0.046578618,10.25047078,1.528273051,NA,z,NA,z,1.018848701,NA,z,NA,z,23.72840937,0.600751312,132.2062353,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2008,3,5.469163036,1.127872902,15.98321527,5.809451781,NA,z,NA,z,1.936783808,NA,z,NA,z,71.9989084,14.84790583,210.4113635,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2009,1,1.821128736,0.046106988,10.14667988,1.693275278,NA,z,NA,z,1.209482342,NA,z,NA,z,19.74242894,0.499835025,109.9977737,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2010,2,3.640533702,0.440885521,13.15085947,2.925835309,NA,z,NA,z,2.243919542,NA,z,NA,z,41.59168051,5.036945465,150.2434506,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2011,7,12.68230818,5.09894565,26.13040196,11.42452796,NA,z,NA,z,6.802740368,NA,z,NA,z,144.5720391,58.12545787,297.8736552,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2012,5,9.060761466,2.942004585,21.14479474,8.694879492,NA,z,NA,z,4.04358439,NA,z,NA,z,77.689452,25.2255536,181.301265,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2013,2,3.615917268,0.437904356,13.06193645,3.07582276,NA,z,NA,z,1.9690887480000001,NA,z,NA,z,30.04148608,3.638163335,108.520177,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2014,2,3.615394349,0.437841028,13.06004748,3.285026512,NA,z,NA,z,1.764862312,NA,z,NA,z,32.4706391,3.932345035,117.2951129,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2015,4,7.236806397,1.971786177,18.52909861,5.92019311,NA,z,NA,z,4.021164251,NA,z,NA,z,61.86360447,16.8557501,158.3953977,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2016,6,10.80769508,3.966233615,23.52380219,9.020980963,NA,z,NA,z,4.182800978,NA,z,NA,z,94.11446857,34.53835125,204.8475762,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Male,NA,2017,12,21.50961659,11.11433277,37.57297146,18.97012114,NA,z,NA,z,10.34338606,NA,z,NA,z,158.1516491,81.71926491,276.2591036,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,1993,0,0,0,5.46935949,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,1994,1,1.820200586,0.046083489,10.14150857,1.76366843,NA,z,NA,z,0.30284676,NA,z,NA,z,167.9807243,4.252903723,935.9286924,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,1995,1,1.813894431,0.045923831,10.10637292,2.180006229,NA,z,NA,z,1.557147306,NA,z,NA,z,102.8865228,2.604861227,573.24701460000006,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,1996,0,0,0,5.441838826,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,1997,0,0,0,5.439467396,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,1998,0,0,0,5.4372954,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,1999,2,3.644049268,0.441311272,13.1635589,3.201473807,NA,z,NA,z,1.299325949,NA,z,NA,z,187.924862,22.75857263,678.8492166,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2000,1,1.81336815,0.045910507,10.10344067,1.815541031,NA,z,NA,z,0.726216412,NA,z,NA,z,97.75483003,2.474938016,544.6550527,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2001,3,5.407061622,1.115066098,15.80172858,5.399765459,NA,z,NA,z,3.362166898,NA,z,NA,z,244.5679523,50.43579141,714.7313406,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2002,2,3.593502947,0.435189878,12.98096821,3.338288153,NA,z,NA,z,1.319916101,NA,z,NA,z,159.7083174,19.34141817,576.9213556,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2003,0,0,0,5.33979586,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2004,0,0,0,5.295152052,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2005,1,1.756142107,0.044461669,9.784597564,1.307531381,NA,z,NA,z,0.261506276,NA,z,NA,z,73.60843531,1.863604231,410.1199521,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2006,1,1.748740907,0.044274286,9.743360714,1.687051877,NA,z,NA,z,0.421762969,NA,z,NA,z,83.21264537,2.106761777,463.6311856,Borders,S92000003
S08000016,"C01, C02.4, C05.1, C05.2, C09, C10",Oropharyngeal cancers,Female,NA,2007,0,0,0,5.178895797,0,NA,z,NA,z,0,NA,z,NA,z,0,0,299.5732274,Borders,S92000003
